"InputLine","Mapped Concept Count","Used lossy mention editor","Mapped Concept Label 1","Mapped Concept Label 2","Mapped Concept Label 3","Mapped Concept URI 1","Mapped Concept URI 2","Mapped Concept URI 3"
"subcallosal gyrus",0,0,,,,,,
"field ca2, stratum lacunosum-moleculare",1,0,"Field CA2, stratum lacunosum-moleculare",,,"http://mouse.brain-map.org/atlas/index.html#CA2slm",,
"longitudinal sulcus of insula",0,0,,,,,,
"hemispheric sulcus",0,0,,,,,,
"ventralis anterior",0,0,,,,,,
"ventral lateral thalamic nucleus, oral part",0,0,,,,,,
"commissure of gudden",0,0,,,,,,
"lateral dorsal nucleus of thalamus",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"area praeparietalis",0,0,,,,,,
"field ca3 stratum radiatum",1,0,"Field CA3, stratum radiatum",,,"http://mouse.brain-map.org/atlas/index.html#CA3sr",,
"inferior colliculus, dorsal nucleus",1,0,"Inferior colliculus, dorsal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#ICd",,
"medial vestibular nucleus",1,0,"Medial vestibular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#MV",,
"paraphysis",0,0,,,,,,
"anteromedial nucleus of thalamus",1,0,"Anteromedial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AM",,
"anterodorsal preoptic nucleus",1,0,"Anterodorsal preoptic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#ADP",,
"commissure of anterior medullary  velum",0,0,,,,,,
"nucleus ventrooralis internus",0,0,,,,,,
"fasciculus subthalamicus",0,0,,,,,,
"cranial nerve viii",0,0,,,,,,
"anterior cortical nucleus of amygdala",0,0,,,,,,
"rexed's lamina vi",0,0,,,,,,
"parastrial nucleus",1,0,"Parastrial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PS",,
"paraventricular hypothalamic nucleus, forniceal part",0,0,,,,,,
"suprasegmental structures",0,0,,,,,,
"globus pallidus, pars interna",0,0,,,,,,
"external globus pallidus",1,1,"Pallidum",,,"http://mouse.brain-map.org/atlas/index.html#PAL",,
"ventral white commissure of cord",0,0,,,,,,
"sulcus of preoccipital incisura",0,0,,,,,,
"pons",1,0,"Pons",,,"http://mouse.brain-map.org/atlas/index.html#P",,
"sulcus subcentralis medialis",0,0,,,,,,
"sulcus praecentralis inferior",0,0,,,,,,
"margo superomedialis",0,0,,,,,,
"tractus paraventriculo-hypophyseus",0,0,,,,,,
"strionigral tract",0,0,,,,,,
"tractus supraoptico-hypophyseus",0,0,,,,,,
"inferior occipital sulcus",0,0,,,,,,
"dorsal longitudinal fasciculus",0,0,,,,,,
"superior colliculus, superficial gray layer",1,0,"Superior colliculus, superficial gray layer",,,"http://mouse.brain-map.org/atlas/index.html#SCsg",,
"peduncle of superior olivary nucleus",0,0,,,,,,
"transverse section",0,0,,,,,,
"plexus choroidae",0,0,,,,,,
"dorsal auditory areas",1,0,"Dorsal auditory area",,,"http://mouse.brain-map.org/atlas/index.html#AUDd",,
"paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",1,0,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",,,"http://mouse.brain-map.org/atlas/index.html#PVHmm",,
"nucleus medialis amygdalae",0,0,,,,,,
"bed nuclei of the stria terminalis posterior division dorsal nucleus",1,0,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BSTd",,
"pontine central gray",1,0,"Pontine central gray",,,"http://mouse.brain-map.org/atlas/index.html#PCG",,
"dorsal supraoptic decussation of meynert",0,0,,,,,,
"rostral postcentral area 3",0,0,,,,,,
"lateral hypothalamic area, juxtaventromedial region",0,0,,,,,,
"reticulospinal tract",0,0,,,,,,
"dorsal hippocampal commissure angular bundle",0,0,,,,,,
"griseum centrale mesencephali",0,0,,,,,,
"central canal",0,0,,,,,,
"posterior nucleus of the amygdala",1,0,"Posterior amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PA",,
"operculum precentrale",0,0,,,,,,
"stratum grisea colliculi superioris",0,0,,,,,,
"stratum album profundum",0,0,,,,,,
"simple fissure",0,0,,,,,,
"ventral orbital cortex",0,0,,,,,,
"sagittal fissure",0,0,,,,,,
"rhomboid nucleus",1,0,"Rhomboid nucleus",,,"http://mouse.brain-map.org/atlas/index.html#RH",,
"long association bundles",0,0,,,,,,
"lateral habenula",1,0,"Lateral habenula",,,"http://mouse.brain-map.org/atlas/index.html#LH",,
"turck's bundle",0,0,,,,,,
"central lobe of the cerebellum, lobule 6",0,0,,,,,,
"sulcus postcentralis inferior",0,0,,,,,,
"lateral occipital sulcus",0,0,,,,,,
"gyrus frontalis inferior, pars triangularis",0,0,,,,,,
"capsule of medial geniculate body",0,0,,,,,,
"pyramus sublobule a",0,0,,,,,,
"retroambiguus nucleus",0,0,,,,,,
"gyrus olfactorius lateralis",0,0,,,,,,
"abducens nerve",0,0,,,,,,
"tuber of vermis",0,0,,,,,,
"substantia reticularis mesencephali",0,0,,,,,,
"third ventricle, periventricular recess",0,0,,,,,,
"accessory short gyrus",0,0,,,,,,
"layers of ca1 field",0,0,,,,,,
"basal nucleus of meynert",0,0,,,,,,
"bed nuclei of the stria terminalis, anterior division, anteromedial area",1,0,"Bed nuclei of the stria terminalis, anterior division, anteromedial area]",,,"http://mouse.brain-map.org/atlas/index.html#BSTam",,
"subependymal zone",0,0,,,,,,
"cornu anterius medullaris",0,0,,,,,,
"nucleus dorsalis septi",0,0,,,,,,
"recessus opticus",0,0,,,,,,
"triangle of phillippe-gombault",0,0,,,,,,
"nucleus fastigius cerebelli",0,0,,,,,,
"stratum lemnisci of superior colliculus",0,0,,,,,,
"fasciculus cerebro-spinalis",0,0,,,,,,
"tuberculum olfactorium",1,0,"Olfactory tubercle",,,"http://mouse.brain-map.org/atlas/index.html#OT",,
"posterior limitans nucleus of the thalamus",0,0,,,,,,
"nuclei motorii lateralis",0,0,,,,,,
"rubro-olivary fibers",0,0,,,,,,
"subnucleus caudalis",0,0,,,,,,
"ventral posterior complex thalamus",1,0,"Ventral posterior complex of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VP",,
"anteromedial thalamic nucleus",1,0,"Anteromedial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AM",,
"nucleus vestibularis medialis",0,0,,,,,,
"nucleus fasciculi longitudinalis medialis",0,0,,,,,,
"inferior rostral gyrus",0,0,,,,,,
"frontal lobe",0,0,,,,,,
"anterolateral sulcus of spinal cord",0,0,,,,,,
"chiasmal ridge",0,0,,,,,,
"lateral hypothalamic area, juxtaventromedial region, dorsal zone",0,0,,,,,,
"cortical amygdalar area, anterior part",1,0,"Cortical amygdalar area, anterior part",,,"http://mouse.brain-map.org/atlas/index.html#COAa",,
"entorhinal area, lateral part",1,0,"Entorhinal area, lateral part",,,"http://mouse.brain-map.org/atlas/index.html#ENTl",,
"anterior group of the dorsal thalamus",1,0,"Anterior group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#ATN",,
"gracile fascicle",0,0,,,,,,
"lemniscus trigeminalis",0,0,,,,,,
"uncrossed dorsal trigeminothalamic tract",0,0,,,,,,
"substantia nigra, pars reticulata",0,0,,,,,,
"anterior lobe cerebellum",0,0,,,,,,
"facial nucleus_proper",0,0,,,,,,
"bed nuclei stria terminalis, anterior division, rhomboid nucleus",0,0,,,,,,
"area amydaliformis anterior",0,0,,,,,,
"vicarious cortex",1,0,"Basolateral amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BLA",,
"simple lobule of the cerebellum",0,0,,,,,,
"decussation of lemniscus",0,0,,,,,,
"nucleus cuneiformis",1,0,"Cuneiform nucleus",,,"http://mouse.brain-map.org/atlas/index.html#CUN",,
"trigonum pontocerebellare",0,0,,,,,,
"decussation of velum",0,0,,,,,,
"trochlear nerve decussation",0,0,,,,,,
"paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",1,0,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",,,"http://mouse.brain-map.org/atlas/index.html#PVHmpv",,
"anterior gray horn",0,0,,,,,,
"central superior nucleus of the raphe, medial part",1,0,"Superior central nucleus raphe, medial part",,,"http://mouse.brain-map.org/atlas/index.html#CSm",,
"lamina granularis externa",0,0,,,,,,
"gyrus frontalis superior",0,0,,,,,,
"nucleus accumbens",1,0,"Nucleus accumbens",,,"http://mouse.brain-map.org/atlas/index.html#ACB",,
"nucleus pulvinaris suprabrachialis",0,0,,,,,,
"lateral posterior thalamic nucleus, laterocaudal part",0,0,,,,,,
"tractus spinalis nervi trigeminalis",0,0,,,,,,
"bed nuclei of the stria terminalis, anterior division, ventral nucleus",1,0,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BSTv",,
"medial cortical zone",0,0,,,,,,
"medial lemniscus",0,0,,,,,,
"semilunar lobule-1",0,0,,,,,,
"grey commissure",0,0,,,,,,
"conarium",1,0,"Pineal body",,,"http://mouse.brain-map.org/atlas/index.html#PIN",,
"dorsal striatum",3,0,"Caudoputamen","Striatum","Striatum dorsal region","http://mouse.brain-map.org/atlas/index.html#CP","http://mouse.brain-map.org/atlas/index.html#STR","http://mouse.brain-map.org/atlas/index.html#STRd"
"intraparafloccular fissure",0,0,,,,,,
"corpus amygdaloideum pars olfactoria",0,0,,,,,,
"corticomedial nuclear group",0,0,,,,,,
"pallidohypothalamic nucleus",0,0,,,,,,
"ventral thalamus",1,0,"Thalamus",,,"http://mouse.brain-map.org/atlas/index.html#TH",,
"fissura superior anterior",0,0,,,,,,
"tegmentum mesencephali",0,0,,,,,,
"cortico-amygdaloid transition zone",0,0,,,,,,
"commissura colliculorum caudalium",0,0,,,,,,
"hindbrain",1,0,"Hindbrain",,,"http://mouse.brain-map.org/atlas/index.html#HB",,
"parietotemporo-occipitopontine tract",0,0,,,,,,
"ventriculus lateralis, pars centralis",0,0,,,,,,
"superior colliculus, intermediate gray layer, sublayer b",0,0,,,,,,
"spinotectal fibers",0,0,,,,,,
"interpeduncular nucleus, rostra1 part",0,0,,,,,,
"interstitial nucleus of the posterior limb of the anterior commissure",0,0,,,,,,
"anterior cortical amygdaloid nucleus",0,0,,,,,,
"stria tecta",0,0,,,,,,
"central cervical nuclear group",0,0,,,,,,
"bundle of probst",0,0,,,,,,
"substantia medullaris postcentralis",0,0,,,,,,
"lateral ventricle",0,0,,,,,,
"retrolenticular part of internal capsule",0,0,,,,,,
"lateral posterior thalamic nucleus, mediocaudal part",0,0,,,,,,
"transverse parietal sulcus",0,0,,,,,,
"dorsal thalamus",1,0,"Thalamus",,,"http://mouse.brain-map.org/atlas/index.html#TH",,
"area 6b beta of the vogts",0,0,,,,,,
"septo-hypothalamo-mesencephalic continuum",0,0,,,,,,
"nucleus accumbens, shell",0,0,,,,,,
"sulcus marginalis posterior",0,0,,,,,,
"intralingual ramus of collateral sulcus",0,0,,,,,,
"commissura anterior, crus anterius",0,0,,,,,,
"anteroventral preoptic nucleus",1,0,"Anteroventral preoptic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AVP",,
"inferior white lamina",0,0,,,,,,
"posterior horn nuclear group",0,0,,,,,,
"sensory root of trigeminal nerve",0,0,,,,,,
"ventrolateral fissure of midbrain",0,0,,,,,,
"cornu temporale",0,0,,,,,,
"meynertschen solitaerszellen",0,0,,,,,,
"accessory olfactory bulb, mitral layer",1,0,"Accessory olfactory bulb, mitral layer",,,"http://mouse.brain-map.org/atlas/index.html#AOBmi",,
"sulcus calcarinus anterior",0,0,,,,,,
"nucleus reuniens caudal division dorsal part",0,0,,,,,,
"forel's field h2",0,0,,,,,,
"lobule iii",2,0,"Lobule II","Lobule III",,"http://mouse.brain-map.org/atlas/index.html#CENT2","http://mouse.brain-map.org/atlas/index.html#CENT3",
"ganglion trigeminale",0,0,,,,,,
"posterolateral ventral nucleus of thalamus",1,0,"Ventral posterolateral nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPL",,
"gray commissure",0,0,,,,,,
"hypophysis",0,0,,,,,,
"fibrae nervi glossopharyngei",0,0,,,,,,
"nucleus campus foreli",0,0,,,,,,
"periventricular preoptic nucleus",0,0,,,,,,
"7th cerebellar lobule",0,0,,,,,,
"brachiurn of the inferior colliculus",0,0,,,,,,
"mixed cell part of substantia nigra",0,0,,,,,,
"nervi spinales",0,0,,,,,,
"supraoptic nucleus",1,0,"Supraoptic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SO",,
"lobule viii of vermis",0,0,,,,,,
"nucleus subputaminalis",0,0,,,,,,
"tract of lissauer",0,0,,,,,,
"cauda nuclei caudati",0,0,,,,,,
"lateral septal nucleus rostral  part",0,0,,,,,,
"gyrus fornicatus",0,0,,,,,,
"anterior olfactory nucleus external part molecular layer",0,0,,,,,,
"nucleus of the anterior comrnissure",0,0,,,,,,
"nucleus habenularis lateralis epithalami",1,0,"Lateral habenula",,,"http://mouse.brain-map.org/atlas/index.html#LH",,
"superficial gray layer",0,0,,,,,,
"fastigial nucleus",1,0,"Fastigial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#FN",,
"substantia innominata",1,0,"Substantia innominata",,,"http://mouse.brain-map.org/atlas/index.html#SI",,
"caudal nucleus",1,0,"Spinal nucleus of the trigeminal, caudal part",,,"http://mouse.brain-map.org/atlas/index.html#SPVC",,
"corpus geniculatus lateralis",0,0,,,,,,
"posterior longitudinal fasciculus",0,0,,,,,,
"intralamellar thalamic nuclei",0,0,,,,,,
"sulcus medianus posterior",0,0,,,,,,
"third cranial nerve",0,0,,,,,,
"internal plexiform layer",0,0,,,,,,
"nucleus pigmentosus subthalamo-peduncularis",0,0,,,,,,
"spinal nucleus of the trigeminal caudal part",1,0,"Spinal nucleus of the trigeminal, caudal part",,,"http://mouse.brain-map.org/atlas/index.html#SPVC",,
"archicortex praecommissuralis",0,0,,,,,,
"substantia gliosa",0,0,,,,,,
"pontine gray matter",0,0,,,,,,
"tractus spinobulbaris partis medialis",0,0,,,,,,
"tuberculum acusticum",0,0,,,,,,
"cisterna superior",0,0,,,,,,
"posterior cingulate gyrus",0,0,,,,,,
"laqueus medialis",0,0,,,,,,
"ganglion interpedunculare",0,0,,,,,,
"cochlear nerve",0,0,,,,,,
"lateral geniculate nucleus, dorsal part",0,0,,,,,,
"lateral posterior nucleus thalamus",1,0,"Lateral posterior nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LP",,
"periventricular bundle of the hypothalamus",0,0,,,,,,
"commissura colliculorum superiorum",0,0,,,,,,
"area triangularis",0,0,,,,,,
"gyrus precentralis",0,0,,,,,,
"frenulum veli medullare anterioris",0,0,,,,,,
"parabrachial nucleus",1,0,"Parabrachial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PB",,
"hippocampus supracommissuralis",0,0,,,,,,
"outer medullary lamina",0,0,,,,,,
"obex",0,0,,,,,,
"accessory abducens nucleus",1,0,"Accessory abducens nucleus",,,"http://mouse.brain-map.org/atlas/index.html#ACVI",,
"middle temporal gyrus",0,0,,,,,,
"cerebellar fissures",0,0,,,,,,
"entorhinal cortex, lateral part",0,0,,,,,,
"body of fornix",0,0,,,,,,
"central gray of the spinal cord",0,0,,,,,,
"ventral reuniens thalamic nucleus",0,0,,,,,,
"mammillary peduncle",0,0,,,,,,
"ansiform lobule crus 2 sublobule a",0,0,,,,,,
"nucleus peripeduncularis",0,0,,,,,,
"fastigioreticular fibers",0,0,,,,,,
"nucleus parataenialis parvocellularis",0,0,,,,,,
"anterior commissure",0,0,,,,,,
"central part of vagus nerve",0,0,,,,,,
"multiform layer",0,0,,,,,,
"nucleus dorsooralis",0,0,,,,,,
"retina, inner plexiform layer",0,0,,,,,,
"medial amygdalar nucleus, posterodorsal part, sublayer b",1,0,"Medial amygdalar nucleus, posterodorsal part, sublayer b",,,"http://mouse.brain-map.org/atlas/index.html#MEApd-b",,
"triangular area 45",0,0,,,,,,
"intermediate periventricular nucleus of the hypothalamus",0,0,,,,,,
"superior colliculus, motor related, intermediate white layer",1,0,"Superior colliculus, motor related, intermediate white layer",,,"http://mouse.brain-map.org/atlas/index.html#SCiw",,
"field ca2",1,0,"Field CA2",,,"http://mouse.brain-map.org/atlas/index.html#CA2",,
"area 10a of the vogts",0,0,,,,,,
"posterior parolfactory gyrus",0,0,,,,,,
"anterior cingulate white matter",0,0,,,,,,
"spinal accessory nerve-1",0,0,,,,,,
"area subthalamica tegmentalis, pars ventrolateralis",0,0,,,,,,
"anterior hypothalamic nucleus, anterior part",1,0,"Anterior hypothalamic nucleus, anterior part",,,"http://mouse.brain-map.org/atlas/index.html#AHNa",,
"superior cerebellar peduncle of pons",0,0,,,,,,
"tectospinal pathway",0,0,,,,,,
"gyri cinguli",0,0,,,,,,
"lateral posterior nucleus of thalamus",1,0,"Lateral posterior nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LP",,
"sulcus centralis insulae",0,0,,,,,,
"radiations of corpus callosum",0,0,,,,,,
"area subcallosa",0,0,,,,,,
"anterior olfactory nucleus, dorsal part, pyramidal layer",0,0,,,,,,
"precommissural fornix",0,0,,,,,,
"gyrus temporalis transversus posterior",0,0,,,,,,
"central fissure of insula",0,0,,,,,,
"preoptico-hypothalamic region",0,0,,,,,,
"lamina medullaris interna pallidi",0,0,,,,,,
"mitral cell layer",0,0,,,,,,
"anterior olfactory nucleus",1,0,"Anterior olfactory nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AON",,
"pregeniculate nucleus",1,0,"Ventral part of the lateral geniculate complex",,,"http://mouse.brain-map.org/atlas/index.html#LGv",,
"cingulate cortex, area 1",0,0,,,,,,
"retrosplenial area",1,0,"Retrosplenial area",,,"http://mouse.brain-map.org/atlas/index.html#RSP",,
"sulcus parolfactorius anterior",0,0,,,,,,
"amygdalohippocampal area, anterolateral part",0,0,,,,,,
"gray stria of lancisi",0,0,,,,,,
"basolateral nucleus",0,0,,,,,,
"subthalamic reticular nucleus",0,0,,,,,,
"midbrain tegmentum",0,0,,,,,,
"fibrae corticobulbares laterales",0,0,,,,,,
"area postrema",1,0,"Area postrema",,,"http://mouse.brain-map.org/atlas/index.html#AP",,
"basis pedunculorum",0,0,,,,,,
"bulbar part of accessory nerve",0,0,,,,,,
"tegmentum of midbrain",0,0,,,,,,
"sagulum nucleus",1,0,"Nucleus sagulum",,,"http://mouse.brain-map.org/atlas/index.html#SAG",,
"gyrus cingulatus",0,0,,,,,,
"culmen, lobules iv,v",0,0,,,,,,
"nucleus ventrocaudalis posterior externus",0,0,,,,,,
"nucleus supraspinalis",0,0,,,,,,
"supraoptic nucleus, retrochiasmatic part",0,0,,,,,,
"operculum parietale",0,0,,,,,,
"pedunculus cerebellaris caudalis",0,0,,,,,,
"spinospinal columns",0,0,,,,,,
"hypothalamus",1,0,"Hypothalamus",,,"http://mouse.brain-map.org/atlas/index.html#HY",,
"corticotectal fibers",0,0,,,,,,
"inferior olive, dorsomedial cell group",0,0,,,,,,
"fasciola cinerea",1,0,"Fasciola cinerea",,,"http://mouse.brain-map.org/atlas/index.html#FC",,
"lateral orbital cortex",0,0,,,,,,
"mediodorsal nucleus of the thalamus",1,0,"Mediodorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#MD",,
"corpus striatum",0,0,,,,,,
"caudal commissure",0,0,,,,,,
"stylus septi",0,0,,,,,,
"striatum",3,0,"Caudoputamen","Striatum","Striatum dorsal region","http://mouse.brain-map.org/atlas/index.html#CP","http://mouse.brain-map.org/atlas/index.html#STR","http://mouse.brain-map.org/atlas/index.html#STRd"
"supraoptic crest",1,0,"Vascular organ of the lamina terminalis",,,"http://mouse.brain-map.org/atlas/index.html#OV",,
"margo superior",0,0,,,,,,
"lateral posterior nucleus of the thalamus",1,0,"Lateral posterior nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LP",,
"posterior pituitary",0,0,,,,,,
"lobulus semilunaris cranialis",0,0,,,,,,
"nucleus centralis superior thalami",0,0,,,,,,
"anterior calcarine sulcus",0,0,,,,,,
"oral nuclear group of pulvinar",0,0,,,,,,
"peripeduncular nucleus",1,0,"Peripeduncular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PP",,
"parasagittal section",0,0,,,,,,
"lateral septal nucleus caudal  part ventral zone medial region ventral domain",0,0,,,,,,
"nucleus of transverse peduncular tract",0,0,,,,,,
"nucleus ventralis posteromedialis, pars principali",0,0,,,,,,
"third ventricle, mammillary recess",0,0,,,,,,
"nucleus ventralis lateralis, pars caudalis",0,0,,,,,,
"sulcus frontalis",0,0,,,,,,
"pallidum rostral region",0,0,,,,,,
"ramus ascendens sulcus lateralis",0,0,,,,,,
"mesencephalic trigeminal nucleus",0,0,,,,,,
"nucleus intercalatus",0,0,,,,,,
"tectoreticular fibers",0,0,,,,,,
"posterior median sulcus of spinal cord",0,0,,,,,,
"opercular region",0,0,,,,,,
"oral portion of pulvinar",0,0,,,,,,
"decussationes tegmentales",0,0,,,,,,
"4th ventricle",0,0,,,,,,
"nucleus paramedianus ventralis",0,0,,,,,,
"nuclei reticulares",0,0,,,,,,
"central medial nucleus thalamus",1,0,"Central medial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#CM",,
"posterior lobe of hypophysis",0,0,,,,,,
"regio insularis",0,0,,,,,,
"parataenial nucleus",1,0,"Parataenial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PT",,
"nucleus arcuatus myelencephali",0,0,,,,,,
"medial eminence",0,0,,,,,,
"inferior division of oculomotor nerve",0,0,,,,,,
"nervi encephalici",0,0,,,,,,
"x-bundle",0,0,,,,,,
"area ofo of roberts",0,0,,,,,,
"dorsal nucleus of medial geniculate complex",1,0,"Medial geniculate complex, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#MGd",,
"dentate gyrus",1,0,"Dentate gyrus",,,"http://mouse.brain-map.org/atlas/index.html#DG",,
"oral part of ventral posterolateral nucleus",0,0,,,,,,
"nucleus y",1,0,"Nucleus y",,,"http://mouse.brain-map.org/atlas/index.html#y",,
"nucleus commissuralis posterioris",0,0,,,,,,
"reticular nucleus-2",0,0,,,,,,
"nucleus of the solitary tract, intermediate part",0,0,,,,,,
"central superior nucleus of the raphe, lateral part",1,0,"Superior central nucleus raphe, lateral part",,,"http://mouse.brain-map.org/atlas/index.html#CSl",,
"medial nuclear group of anterior horn",0,0,,,,,,
"nervus hypoglossus",0,0,,,,,,
"superior central nucleus",0,0,,,,,,
"glomus choroideum",0,0,,,,,,
"posterior ascending limb of lateral sulcus",0,0,,,,,,
"uncinate fasciculus of cerebellum",0,0,,,,,,
"paramedian reticular nucleus",1,0,"Paramedian reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PMR",,
"crus medullo-cerebellare",0,0,,,,,,
"lateral olfactory tract, general",0,0,,,,,,
"area 10  of brodmann",0,0,,,,,,
"nucleus raphe magnus",1,0,"Nucleus raphe magnus",,,"http://mouse.brain-map.org/atlas/index.html#RM",,
"efferent cochleovestibular bundle",0,0,,,,,,
"cerebral hemisphere",0,0,,,,,,
"bed nucleus of the stria terminalis, anterodorsal part ,",0,0,,,,,,
"lobulus semilunaris superior",0,0,,,,,,
"intercalated mammillary nucleus",0,0,,,,,,
"pars paleodentata",0,0,,,,,,
"posterior inferior sulcus",0,0,,,,,,
"rexed's lamina ix",0,0,,,,,,
"anterior hypothalamic commissure",0,0,,,,,,
"roof plate",0,0,,,,,,
"medial nucleus of amygdala",1,0,"Medial amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#MEA",,
"dorsomedial subnucleus of solitary tract",0,0,,,,,,
"substantia medullaris lingualis",0,0,,,,,,
"corticobulbar fibers",0,0,,,,,,
"ethmoid thalamic nucleus",0,0,,,,,,
"midbrain reticular nucleus, retrorubral area",1,0,"Midbrain reticular nucleus, retrorubral area",,,"http://mouse.brain-map.org/atlas/index.html#RR",,
"rostral perforated substance",0,0,,,,,,
"nerve iv",0,0,,,,,,
"dentate fissure",0,0,,,,,,
"bed nuclei of the stria terminalis anterior division dorsomedial nucleus",1,0,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BSTdm",,
"eminentia parolfactoria",0,0,,,,,,
"infragranular layers",0,0,,,,,,
"interpeduncular nucleus, central subnucleus",0,0,,,,,,
"nodulus",0,0,,,,,,
"spinohypothalamic pathway",0,0,,,,,,
"suprachiasmatic nucleus",1,0,"Suprachiasmatic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SCH",,
"fossa simiarum",0,0,,,,,,
"anterior olfactory nucleus external part pyramidal layer",0,0,,,,,,
"anterior pillar of fornix",0,0,,,,,,
"hypoglossal trigone",0,0,,,,,,
"superior colliculus intermediate deep gray layer",0,0,,,,,,
"sulcus parieto-occipitalis medialis",0,0,,,,,,
"bed nucleus of the stria terminalis, lateral division, posterior part",0,0,,,,,,
"lateral group of medullary reticular formation",0,0,,,,,,
"lateral funiculus",0,0,,,,,,
"temporal white matter",0,0,,,,,,
"ganglion of meynert",0,0,,,,,,
"rexed's lamina x",0,0,,,,,,
"striae medullares ventriculi quarti",0,0,,,,,,
"medial habenular nucleus",1,0,"Medial habenula",,,"http://mouse.brain-map.org/atlas/index.html#MH",,
"subiculum ventral part molecular layer",1,0,"Subiculum, ventral part, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#SUBv-m",,
"marginal sulcus of insula",0,0,,,,,,
"lateral fillet",0,0,,,,,,
"nucleus darkschewitschi",1,0,"Nucleus of Darkschewitsch",,,"http://mouse.brain-map.org/atlas/index.html#ND",,
"ventral medial nucleus of the thalamus",1,0,"Ventral medial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VM",,
"nucleus reuniens caudal division median part",0,0,,,,,,
"basomedial nucleus of the amygdala, anterior part",1,0,"Basomedial amygdalar nucleus, anterior part",,,"http://mouse.brain-map.org/atlas/index.html#BMAa",,
"striatum",3,0,"Caudoputamen","Striatum","Striatum dorsal region","http://mouse.brain-map.org/atlas/index.html#CP","http://mouse.brain-map.org/atlas/index.html#STR","http://mouse.brain-map.org/atlas/index.html#STRd"
"capsula interna",0,0,,,,,,
"intermediate nerve of wrisberg",0,0,,,,,,
"spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",1,0,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",,,"http://mouse.brain-map.org/atlas/index.html#SPVOmdmv",,
"dorsal visceral gray",0,0,,,,,,
"diagonal gyrus",0,0,,,,,,
"spinocervical tract",0,0,,,,,,
"interlocking gyri",0,0,,,,,,
"nucleus superior raphes",0,0,,,,,,
"ventral posteromedial nucleus of the thalamus",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"cerebellopontine angle",0,0,,,,,,
"nuclei tegmentales",0,0,,,,,,
"gyrus temporalis transversus anterior",0,0,,,,,,
"parasubiculum layer 6",0,0,,,,,,
"superior colliculus intermediate gray layer sublayer c",0,0,,,,,,
"olivary eminence",0,0,,,,,,
"paraventricular hypothalamic nucleus, magnocellular division",1,0,"Paraventricular hypothalamic nucleus, magnocellular division",,,"http://mouse.brain-map.org/atlas/index.html#PVHm",,
"red nucleus",1,0,"Red Nucleus",,,"http://mouse.brain-map.org/atlas/index.html#RN",,
"paramedian group",0,0,,,,,,
"red nucleus, magnocellular part",0,0,,,,,,
"marginal ramus of cingulate sulcus",0,0,,,,,,
"olivospinal fibers",0,0,,,,,,
